Product,DeviceCategory,session_id,total_cost,impression_count
Exchange Bidding,Desktop,a342a6c3-062d-493e-8792-fa191d36767c,0.019683,19
Ad Exchange,Desktop,22e597f2-020d-4e79-96bd-dd3c1ea1e2d9,0.019492,10
Exchange Bidding,Tablet,192744_1001,0.019386,24
Exchange Bidding,Smartphone,190716_1000,0.01932,15
Exchange Bidding,Smartphone,192340_2000,0.019311,8
Ad Exchange,Tablet,192574_1000,0.019221,8
Exchange Bidding,Tablet,192101_1006,0.019183,29
Ad Exchange,Smartphone,192036_1004,0.019122999999999998,21
Ad Exchange,Desktop,192653_3019,0.0191,38
Ad Exchange,Tablet,192186_1012,0.019,16
Ad Exchange,Tablet,192707_1001,0.018973,105
Exchange Bidding,Smartphone,191931_2008,0.01893,17
Ad Exchange,Desktop,192141_3018,0.0189,72
Exchange Bidding,Smartphone,190044_1062,0.018897999999999998,8
Ad Exchange,Smartphone,186970_1167,0.018868,7
Ad Exchange,Desktop,191542_3113,0.018819,24
Ad Exchange,Smartphone,191961_1008,0.018803999999999998,90
Exchange Bidding,Smartphone,191224_1004,0.018764,7
Ad Exchange,Tablet,192377_1000,0.018650999999999997,19
Ad Exchange,Smartphone,190075_1032,0.01839,11
Ad Exchange,Smartphone,6e524896-01f6-4756-809e-a790444bcde2,0.01832,17
Ad Exchange,Smartphone,179223_1022,0.018279,12
Exchange Bidding,Tablet,b37e0ead-5644-41ed-8f96-5d204e4293df,0.018276,2
Ad Exchange,Desktop,87fd0636-6800-4464-82d3-345c511e2497,0.018122,32
Exchange Bidding,Smartphone,ce79062c-a815-4bb1-abf9-be828f6f5e92,0.017997,11
Ad Exchange,Smartphone,191719_1015,0.017981,30
Exchange Bidding,Smartphone,191654_1010,0.017972,16
Ad Exchange,Desktop,4b53b9eb-227e-4feb-85a1-5d7ac57f53ea,0.017972,52
Ad Exchange,Desktop,e0423afa-ce4e-45ff-a61b-cb1698af1dab,0.017877999999999998,90
Exchange Bidding,Tablet,192663_1001,0.017800999999999997,16
Ad Exchange,Smartphone,189159_4012,0.017731,26
Exchange Bidding,Tablet,191608_1011,0.017661,25
Ad Exchange,Smartphone,191967_3066,0.017566,17
Ad Exchange,Tablet,190957_1001,0.017547,4
Exchange Bidding,Smartphone,191720_1001,0.017413,15
Exchange Bidding,Tablet,192084_1015,0.017409,11
Ad Exchange,Desktop,6784481d-650f-4253-957c-feb508462fb2,0.017286,17
Exchange Bidding,Smartphone,192107_1012,0.017277999999999998,27
Exchange Bidding,Smartphone,192344_2002,0.017272,10
Exchange Bidding,Smartphone,191396_1004,0.01719,13
Exchange Bidding,Tablet,188709_1013,0.01719,23
Ad Exchange,Tablet,191590_1007,0.017027999999999998,21
Exchange Bidding,Smartphone,188246_3012,0.016966,14
Exchange Bidding,Desktop,187128_3018,0.016832,15
Exchange Bidding,Tablet,192684_1003,0.016805,20
Exchange Bidding,Desktop,192371_3010,0.01676,15
Ad Exchange,Desktop,34db98cf-e9eb-4570-ba3b-72c066b46210,0.016758,83
Ad Exchange,Smartphone,186210_3002,0.016707999999999997,5
Ad Exchange,Tablet,190551_1028,0.016687999999999998,16
Exchange Bidding,Smartphone,189681_3006,0.016616,12
Ad Exchange,Desktop,192141_3002,0.016579,9
Exchange Bidding,Desktop,190972_3005,0.016409,23
Exchange Bidding,Tablet,192745_1000,0.016374,22
Exchange Bidding,Desktop,191436_3000,0.016331,8
Exchange Bidding,Desktop,191393_3014,0.016312999999999998,19
Ad Exchange,Desktop,4f91d653-6349-4354-840c-b5253aa204ba,0.016295999999999998,7
Exchange Bidding,Tablet,192569_1004,0.01616,14
Exchange Bidding,Smartphone,192196_1008,0.016002,14
Ad Exchange,Desktop,192140_9006,0.015915,12
Ad Exchange,Smartphone,191429_1003,0.015771,5
Ad Exchange,Smartphone,192683_1002,0.015698999999999998,12
Exchange Bidding,Smartphone,190066_1041,0.015692,6
Ad Exchange,Desktop,c27fa0a7-c06f-4aaf-9920-a48dd5431fc6,0.015688,85
Ad Exchange,Tablet,192663_1001,0.015519999999999999,20
Exchange Bidding,Tablet,166578_1027,0.015477,9
Ad Exchange,Smartphone,192213_1001,0.015465,20
Exchange Bidding,Smartphone,185634_1008,0.015451,13
Ad Exchange,Desktop,190251_3003,0.01541,4
Ad Exchange,Smartphone,ce79062c-a815-4bb1-abf9-be828f6f5e92,0.015387,9
Exchange Bidding,Smartphone,192109_1000,0.015253,9
Ad Exchange,Tablet,191558_1001,0.015239999999999998,9
Exchange Bidding,Smartphone,187519_1027,0.015212,12
Ad Exchange,Tablet,191608_1011,0.01516,15
Ad Exchange,Desktop,191405_3058,0.015146999999999999,67
Ad Exchange,Tablet,78bd6548-378c-45d8-a1c6-a888566952da,0.015042,14
Exchange Bidding,Smartphone,190460_1018,0.014948999999999999,11
Exchange Bidding,Tablet,191187_1032,0.014887999999999998,14
Exchange Bidding,Smartphone,192672_1005,0.014835999999999998,9
Exchange Bidding,Desktop,192645_2002,0.014832999999999999,23
Exchange Bidding,Smartphone,185833_1007,0.014814999999999998,14
Ad Exchange,Desktop,186763_3054,0.01479,38
Exchange Bidding,Tablet,192101_1002,0.014704,18
Exchange Bidding,Desktop,192586_3026,0.014688,18
Exchange Bidding,Smartphone,189159_4012,0.014563999999999999,10
Exchange Bidding,Smartphone,192668_1004,0.014502,28
Ad Exchange,Desktop,192149_3016,0.014443,58
Ad Exchange,Desktop,6676f0b2-b368-4970-b016-32b101ab4c7e,0.014393999999999999,22
Exchange Bidding,Desktop,192337_3076,0.014388,26
Ad Exchange,Desktop,a2e76757-abcc-4fca-9031-0df75c2be5f1,0.014373,17
Exchange Bidding,Tablet,190797_1015,0.014358,39
Ad Exchange,Smartphone,191864_1014,0.014351,5
Exchange Bidding,Desktop,191654_3015,0.014306999999999999,17
Ad Exchange,Desktop,128dc7dd-a7b1-4acb-a081-5811b6d980e0,0.014245999999999998,17
Exchange Bidding,Smartphone,d52c883c-c677-48c6-8f0d-8c9b004a30e7,0.014185999999999999,5
Ad Exchange,Tablet,192745_1003,0.014132,38
Ad Exchange,Tablet,192745_1000,0.014092,13
Ad Exchange,Desktop,192337_3112,0.014072,42
Ad Exchange,Desktop,a8e5463e-6c0a-4818-b7f8-7ea3696ddacd,0.013916,8
Exchange Bidding,Smartphone,192328_1014,0.013843999999999999,17
Exchange Bidding,Smartphone,191980_3002,0.013784,10
Ad Exchange,Smartphone,190044_1064,0.013779999999999999,4
Ad Exchange,Smartphone,191961_1004,0.013666,48
Ad Exchange,Desktop,192143_3010,0.013599,23
Ad Exchange,Tablet,181415_1949,0.013568,1
Exchange Bidding,Smartphone,191864_1010,0.013534,13
Ad Exchange,Tablet,190067_1028,0.013510999999999999,8
Ad Exchange,Smartphone,192005_3241,0.013479,8
Ad Exchange,Smartphone,191328_1028,0.013472,9
Ad Exchange,Desktop,192261_3016,0.013451999999999999,17
Ad Exchange,Connected TV,192384_1018,0.013415999999999999,21
Exchange Bidding,Desktop,192149_3030,0.013398,34
Ad Exchange,Connected TV,unknown,0.013392,34
Ad Exchange,Smartphone,186123_3058,0.01336,13
Ad Exchange,Smartphone,184850_1054,0.013342,13
Ad Exchange,Desktop,d6b735a1-1fbe-436d-8ba5-24a266079605,0.013227,13
Exchange Bidding,Desktop,186328_1098,0.013189,26
Ad Exchange,Desktop,f9ed39c6-e5e5-4afc-93e0-2f1892488154,0.013169,65
Ad Exchange,Smartphone,b4308e90-cbae-4da6-b97d-e2c851f91e7e,0.013124,12
Exchange Bidding,Tablet,192139_1004,0.013111999999999999,4
Ad Exchange,Smartphone,190186_3049,0.013089,4
Exchange Bidding,Tablet,191399_1003,0.013075,24
Ad Exchange,Tablet,192365_2000,0.012993999999999999,8
Exchange Bidding,Desktop,192261_3016,0.012726999999999999,18
Ad Exchange,Tablet,31d1ded1-1f3a-4eaa-96e6-8032a140844a,0.012707,15
Exchange Bidding,Smartphone,191704_1073,0.012513,9
Ad Exchange,Desktop,a9e98a01-3af7-4e87-a0ef-7905773a01c2,0.012487999999999999,45
Exchange Bidding,Tablet,192330_1004,0.012481999999999998,31
Ad Exchange,Smartphone,191722_2003,0.012476999999999999,17
Ad Exchange,Smartphone,192166_1000,0.012414999999999999,5
Exchange Bidding,Desktop,191544_3157,0.012373,13
Exchange Bidding,Tablet,47681fcc-98c7-4ade-b94c-f451f9b0c922,0.012369999999999999,8
Exchange Bidding,Desktop,22e597f2-020d-4e79-96bd-dd3c1ea1e2d9,0.012365,10
Ad Exchange,Desktop,190779_3000,0.012364,10
Exchange Bidding,Smartphone,192194_1011,0.012348,11
Ad Exchange,Smartphone,187022_1018,0.012327999999999999,27
Ad Exchange,Desktop,186853_3012,0.012321,4
Exchange Bidding,Tablet,192582_1003,0.012319,3
Ad Exchange,Desktop,52e0a54c-42b2-41bf-ae47-965a608f145a,0.012313,35
Ad Exchange,Tablet,d96d7f42-d087-4037-815e-77efe3beaf58,0.012268,24
Exchange Bidding,Smartphone,190551_1015,0.012265,15
Exchange Bidding,Smartphone,191971_3010,0.012251,10
Exchange Bidding,Desktop,190082_3012,0.012247,11
Exchange Bidding,Desktop,191864_3012,0.012183,14
Ad Exchange,Desktop,6e76ed81-35f5-4f92-b79c-6068ac1876cf,0.012173,12
Ad Exchange,Desktop,cae9c73d-c29f-4003-af94-31cefbc044c7,0.012114,18
Exchange Bidding,Smartphone,188881_1020,0.012042,7
Ad Exchange,Tablet,190460_1018,0.011973,11
Ad Exchange,Smartphone,187769_2000,0.011906,5
Ad Exchange,Smartphone,175919_1025,0.011656999999999999,18
Ad Exchange,Desktop,568d18ae-b426-4192-a188-dcb5de4dc923,0.011654,33
Exchange Bidding,Smartphone,191719_1015,0.011636,9
Ad Exchange,Smartphone,c7c204a8-7202-4143-8086-2168782c98fb,0.0116,5
Exchange Bidding,Tablet,192674_1000,0.011581,6
Exchange Bidding,Tablet,191929_2032,0.011533999999999999,26
Exchange Bidding,Tablet,192294_1000,0.01147,5
Exchange Bidding,Smartphone,192323_1002,0.011439,2
Exchange Bidding,Desktop,bc9fdfc2-7f32-47fc-a8b2-ec0b0a474f50,0.011377,11
Exchange Bidding,Smartphone,192643_2003,0.011375999999999999,17
Exchange Bidding,Desktop,94150827-c3a4-4781-a88d-101e5cdfd114,0.011321999999999999,10
Ad Exchange,Tablet,192328_1014,0.011257999999999999,11
Exchange Bidding,Smartphone,192291_1000,0.011153999999999999,9
Ad Exchange,Smartphone,bb8335ea-08b4-46b6-97d3-a6588a38fc70,0.011125999999999999,12
Exchange Bidding,Smartphone,190791_9002,0.011042999999999999,32
Exchange Bidding,Smartphone,189507_1014,0.011016,12
Exchange Bidding,Tablet,192013_1014,0.010942,11
Exchange Bidding,Smartphone,b4308e90-cbae-4da6-b97d-e2c851f91e7e,0.010924,11
Ad Exchange,Desktop,790b2014-31e5-4c4a-b2b4-994773662ecd,0.010912999999999999,7
Ad Exchange,Desktop,191337_3000,0.010786,27
Ad Exchange,Desktop,191436_3000,0.010785999999999999,6
Ad Exchange,Smartphone,191571_1025,0.010662999999999999,10
Exchange Bidding,Tablet,191313_1000,0.010655999999999999,4
Ad Exchange,Smartphone,191654_1007,0.010652,3
Exchange Bidding,Smartphone,186948_1283,0.010631,9
Exchange Bidding,Tablet,184850_1054,0.010627,7
Exchange Bidding,Smartphone,190067_1033,0.010624999999999999,15
Ad Exchange,Desktop,0b594d36-12bb-484d-abdd-edd61f8745bd,0.010616,18
Exchange Bidding,Desktop,9cc0d4cb-cb55-49b7-93a0-d9bbb11f95da,0.010594,4
Ad Exchange,Desktop,d51d384e-4dea-4f22-b11c-619db6e0fa15,0.010509999999999999,19
Exchange Bidding,Smartphone,189681_3002,0.010485999999999999,8
Ad Exchange,Smartphone,192122_2006,0.010397,11
Exchange Bidding,Smartphone,191961_1008,0.010392,29
Exchange Bidding,Smartphone,191987_1004,0.010336999999999999,3
Exchange Bidding,Smartphone,175919_1025,0.010326,7
Ad Exchange,Desktop,6bbbc640-fac3-41a3-bd6d-69513ac49c2b,0.010317999999999999,12
Ad Exchange,Desktop,35ce192f-9693-4bc0-9a48-35576f4fb1bf,0.010293,38
Exchange Bidding,Desktop,6b479032-a4a0-4d65-a97d-521b9c4ca9fd,0.010291999999999999,3
Ad Exchange,Desktop,2d451c25-6bf5-4a61-ae05-835ec45c8119,0.010287,17
Exchange Bidding,Tablet,191929_2003,0.010251999999999999,10
Exchange Bidding,Tablet,191742_1001,0.010221,11
Ad Exchange,Desktop,4aa3b40a-e8c5-4040-a696-45369f58791e,0.010184,9
Exchange Bidding,Tablet,192745_1005,0.010171,37
Exchange Bidding,Desktop,192342_3080,0.01011,15
Ad Exchange,Tablet,192140_9002,0.009998,18
Exchange Bidding,Desktop,187160_3048,0.009982,5
Ad Exchange,Desktop,95cfc16e-41ef-4039-889a-c1bcebe556c2,0.009965,26
Exchange Bidding,Smartphone,185843_3011,0.009961999999999999,9
Ad Exchange,Desktop,adf69731-5726-48a0-bca0-13a54d9cb27e,0.009951999999999999,9
Exchange Bidding,Smartphone,192383_2000,0.00994,5
Ad Exchange,Tablet,586089d5-b5d4-4fde-addc-c3d964bbe222,0.009862,38
Ad Exchange,Desktop,188952_3072,0.009791,13
Exchange Bidding,Smartphone,192013_1000,0.009752,9
Ad Exchange,Desktop,c9d2eb1c-9778-4e2f-88e4-9c43e8f3c3af,0.009731,6
Exchange Bidding,Smartphone,192140_1016,0.009724,9
Exchange Bidding,Desktop,97c112be-1e2c-4b8b-a86b-5588104a3ad6,0.009699,6
Exchange Bidding,Smartphone,187169_1016,0.009673999999999999,3
Exchange Bidding,Smartphone,192036_1004,0.009666999999999999,2
Exchange Bidding,Desktop,09b87fb8-7d03-4ca4-862d-1051c9e344cd,0.009666,6
Exchange Bidding,Smartphone,192125_2002,0.009611,5
Exchange Bidding,Smartphone,191704_1082,0.009596,9
Ad Exchange,Desktop,191396_3003,0.009569999999999999,5
Exchange Bidding,Smartphone,192747_1000,0.009561,2
Exchange Bidding,Tablet,192670_1005,0.009505,8
Ad Exchange,Smartphone,192354_2000,0.009413999999999999,11
Exchange Bidding,Desktop,189007_3004,0.009401,38
Ad Exchange,Smartphone,182731_1013,0.009341,23
Exchange Bidding,Tablet,191961_1007,0.009307,33
Exchange Bidding,Smartphone,192184_1003,0.0093,18
Ad Exchange,Desktop,23157bfd-81f2-4f37-a7e1-1b4db1c27a0c,0.00929,12
Ad Exchange,Tablet,b15594da-f2d4-405e-8a46-d63a81432803,0.009269,26
Ad Exchange,Tablet,e015c5a6-6218-4f40-8554-a1fca1f56fee,0.009249,46
Ad Exchange,Tablet,191929_2005,0.009245,17
Ad Exchange,Tablet,191931_2005,0.009238999999999999,41
Ad Exchange,Desktop,7c4a8e98-67fc-48c1-b03e-e444f28d2cd2,0.009184,4
Exchange Bidding,Smartphone,191864_1002,0.009183,3
Ad Exchange,Smartphone,f802d846-4c37-47ed-823d-312dd57c8ccc,0.009166,20
Ad Exchange,Tablet,187472_1015,0.00912,39
Ad Exchange,Smartphone,191987_1015,0.009115999999999999,13
Exchange Bidding,Smartphone,190667_1045,0.009108,6
Exchange Bidding,Desktop,192141_3006,0.009086,8
Ad Exchange,Smartphone,192186_1012,0.009064,18
Ad Exchange,Desktop,97c112be-1e2c-4b8b-a86b-5588104a3ad6,0.009052,8
Exchange Bidding,Smartphone,191851_1007,0.009012,3
Ad Exchange,Tablet,192250_1005,0.008934,7
Exchange Bidding,Desktop,191542_3113,0.008933,12
Exchange Bidding,Tablet,192747_1000,0.008933,10
Ad Exchange,Desktop,09b87fb8-7d03-4ca4-862d-1051c9e344cd,0.008909,5
Ad Exchange,Desktop,9e2c2537-fff0-44d3-918e-8595ce584266,0.008886999999999999,31
Exchange Bidding,Smartphone,192683_1002,0.008836,9
Exchange Bidding,Desktop,191147_3004,0.008832,20
Ad Exchange,Smartphone,58aa4387-fa5f-4a4d-9f4d-16dc70f3c548,0.008827999999999999,40
Ad Exchange,Desktop,190727_2000,0.008825,6
Exchange Bidding,Desktop,192342_3022,0.008815,27
Exchange Bidding,Smartphone,191654_1007,0.008801,3
Ad Exchange,Desktop,192381_2000,0.008797,14
Exchange Bidding,Desktop,8298f20b-ca4b-4a1a-90ba-3946a826e123,0.008780999999999999,7
Exchange Bidding,Smartphone,190937_1005,0.008768,3
Exchange Bidding,Tablet,189484_3139,0.008753,9
Exchange Bidding,Desktop,191146_3000,0.008742999999999999,24
Exchange Bidding,Smartphone,191704_1081,0.008734,1
Exchange Bidding,Desktop,191818_3001,0.008721999999999999,11
Ad Exchange,Desktop,ed0d7fb0-307a-480f-9c10-065ae272651b,0.008714,9
Exchange Bidding,Desktop,192261_3014,0.008702999999999999,9
Exchange Bidding,Smartphone,186970_1165,0.008678,5
Ad Exchange,Tablet,188915_1007,0.00864,2
Exchange Bidding,Desktop,186950_1315,0.008615,15
Ad Exchange,Smartphone,28b0990b-95e4-4f99-8db5-cf0508437d70,0.008602,8
Ad Exchange,Smartphone,5b361d5b-cf90-4833-972b-30ae96cf2253,0.008589,5
Ad Exchange,Smartphone,192124_2007,0.008581,23
Ad Exchange,Desktop,634ca801-a6ea-4c9e-b0ea-9e6a11a2079e,0.008579999999999999,7
Ad Exchange,Desktop,191060_3108,0.008558,16
Exchange Bidding,Desktop,103f4403-4e5c-4567-be73-dd67f899117d,0.008463,8
Ad Exchange,Tablet,192320_1000,0.008446,41
Ad Exchange,Tablet,192378_1000,0.008401,9
Ad Exchange,Desktop,64f4c2e6-ee60-4b1f-b4cb-025ed6b8dbc5,0.008367,7
Ad Exchange,Tablet,190727_2000,0.008327999999999999,10
Exchange Bidding,Desktop,a28ff76e-b06d-4388-83c3-5c62b2087ff4,0.008291,8
Ad Exchange,Desktop,d3ad7aa5-118a-4ae6-a4cd-dfc1f53cfd1c,0.008258,11
Exchange Bidding,Smartphone,190660_1004,0.008244999999999999,5
Ad Exchange,Desktop,191544_3157,0.008185999999999999,6
Ad Exchange,Desktop,d500467c-05ea-44c5-b9d0-1e9aab79db11,0.008179,17
Ad Exchange,Desktop,191906_1004,0.008145,6
Exchange Bidding,Smartphone,192377_1000,0.008095999999999999,15
Exchange Bidding,Tablet,188943_1036,0.008093,1
Ad Exchange,Smartphone,082b85b5-e325-4a94-81e2-1aa038e13d80,0.008091,4
Exchange Bidding,Desktop,9741a682-49b6-44a1-b752-e01869a8d312,0.00809,3
Ad Exchange,Desktop,10375543-1d0d-4481-8e50-a32dcf7a5944,0.008086,9
Exchange Bidding,Desktop,8e00f9de-bd47-44b4-9e43-937cb50959e9,0.008079,7
Ad Exchange,Desktop,979d8424-3180-4d9f-beb9-296586a49c75,0.008035,3
Ad Exchange,Smartphone,190774_1024,0.008027999999999999,2
Exchange Bidding,Smartphone,bb8335ea-08b4-46b6-97d3-a6588a38fc70,0.008024,7
Exchange Bidding,Tablet,191637_1006,0.008017,6
Exchange Bidding,Tablet,188943_1018,0.007982,2
Exchange Bidding,Smartphone,192013_1014,0.007947,9
Exchange Bidding,Smartphone,192294_1000,0.007877,2
Exchange Bidding,Desktop,191731_3000,0.007843,24
Ad Exchange,Tablet,192341_2000,0.007843,13
Ad Exchange,Desktop,187160_3034,0.007827,5
Exchange Bidding,Smartphone,191932_1016,0.007823,12
Ad Exchange,Desktop,8504f388-ae7b-4f96-8d9b-0f4e12297f71,0.007781,4
Exchange Bidding,Desktop,0c5323cd-677f-45c8-af2f-5afc18310336,0.007757,13
Ad Exchange,Desktop,85a352b2-c626-4563-a7df-db2ae05a45c4,0.007741,4
Exchange Bidding,Smartphone,192378_1000,0.00773,21
Exchange Bidding,Tablet,190066_1030,0.007633,22
Exchange Bidding,Desktop,191154_1014,0.007626,6
Ad Exchange,Tablet,192201_1003,0.0076159999999999995,7
Ad Exchange,Tablet,192710_1001,0.007608,14
Exchange Bidding,Tablet,192353_2002,0.007597,17
Exchange Bidding,Tablet,192644_2000,0.007567,8
Exchange Bidding,Smartphone,190083_1028,0.007546999999999999,18
Exchange Bidding,Desktop,191543_3159,0.007528999999999999,4
Ad Exchange,Desktop,192146_3007,0.007499,23
Exchange Bidding,Desktop,191332_3036,0.007494,10
Exchange Bidding,Smartphone,192673_1005,0.007481,5
Ad Exchange,Tablet,227eb05f-dd63-4c7c-a3df-9872391d894f,0.0074399999999999996,6
Ad Exchange,Desktop,8c39e669-3081-48e0-8a72-049563c4f03e,0.007436999999999999,4
Ad Exchange,Desktop,5179339b-541c-40d8-86fa-1de1155e7152,0.007404,7
Ad Exchange,Desktop,8298f20b-ca4b-4a1a-90ba-3946a826e123,0.007395,6
Exchange Bidding,Smartphone,191846_1038,0.007367,5
Exchange Bidding,Smartphone,189309_1107,0.007365,1
Exchange Bidding,Smartphone,192198_1000,0.007339999999999999,3
Exchange Bidding,Tablet,192745_1004,0.007326999999999999,51
Ad Exchange,Desktop,192148_3000,0.007267,14
Ad Exchange,Desktop,ce65753b-7647-4f53-9e31-746624c87f7e,0.0072499999999999995,35
Ad Exchange,Smartphone,192570_1002,0.007209,7
Exchange Bidding,Desktop,c27fa0a7-c06f-4aaf-9920-a48dd5431fc6,0.007168,14
Exchange Bidding,Desktop,190725_2001,0.007131,5
Exchange Bidding,Tablet,190067_1033,0.007115,11
Exchange Bidding,Smartphone,173808_1059,0.007097999999999999,10
Ad Exchange,Smartphone,191809_1000,0.0070940000000000005,3
Exchange Bidding,Tablet,190699_1018,0.007058999999999999,8
Ad Exchange,Smartphone,192257_1008,0.0070539999999999995,9
Ad Exchange,Smartphone,192570_1001,0.006992,7
Exchange Bidding,Desktop,35ce192f-9693-4bc0-9a48-35576f4fb1bf,0.006954999999999999,10
Exchange Bidding,Smartphone,192753_1000,0.006934999999999999,6
Exchange Bidding,Desktop,188345_3018,0.0068709999999999995,25
Exchange Bidding,Smartphone,191967_3066,0.006845,9
Ad Exchange,Smartphone,977bfe19-014a-47c8-ac10-4519c981cd07,0.006843999999999999,7
Exchange Bidding,Tablet,191396_1003,0.006836999999999999,5
Ad Exchange,Desktop,4e1c8f68-1676-4d97-bf0b-ae1c640a4b59,0.006833,40
Ad Exchange,Smartphone,192264_1009,0.006830999999999999,18
Ad Exchange,Tablet,191398_1021,0.006807,2
Exchange Bidding,Smartphone,186226_1034,0.006802,3
Exchange Bidding,Smartphone,192166_1000,0.0067989999999999995,1
Ad Exchange,Smartphone,ad85774c-06d3-4537-9fb9-213ff1d387e3,0.006790999999999999,37
Ad Exchange,Smartphone,191704_1071,0.006782999999999999,7
Exchange Bidding,Tablet,191738_1000,0.006739,6
Exchange Bidding,Smartphone,192196_1006,0.006728,7
Exchange Bidding,Desktop,192337_3030,0.0067209999999999995,12
Ad Exchange,Smartphone,191981_3010,0.006698,1
Ad Exchange,Desktop,95ecff81-f3f6-4ad1-91b3-55f5b7f9cb64,0.006696,28
Exchange Bidding,Tablet,190430_1007,0.006692999999999999,3
Exchange Bidding,Smartphone,188943_1034,0.006685999999999999,5
Exchange Bidding,Desktop,1ad96410-c8f3-4bdb-9814-cac827fdf01f,0.006672,6
Exchange Bidding,Tablet,191809_1000,0.006669,9
Ad Exchange,Smartphone,192215_1000,0.0066419999999999995,2
Exchange Bidding,Smartphone,192580_1011,0.006638,13
Ad Exchange,Smartphone,fd2c3a7e-ef23-4160-93c8-b60bb63167d0,0.006637,52
Exchange Bidding,Smartphone,190658_1017,0.006621999999999999,4
Ad Exchange,Desktop,029e8f73-6ffb-4529-900a-167119877de6,0.006618,39
Exchange Bidding,Desktop,f27ac761-f2c8-46c3-95eb-d79741ff7bd4,0.006555,2
Exchange Bidding,Tablet,187022_1018,0.006546,9
Exchange Bidding,Smartphone,190791_1020,0.006534,23
Ad Exchange,Smartphone,192194_1007,0.00652,11
Ad Exchange,Desktop,2a25d22a-4348-41ee-ae20-bb94dbefca35,0.006509,6
Exchange Bidding,Desktop,ca3bdfe1-a513-4f78-8735-15dd2e54146b,0.006503999999999999,6
Ad Exchange,Smartphone,f9eb2ae3-5708-47ec-923f-acb9a9d6c865,0.00648,9
Ad Exchange,Smartphone,a9d78380-2697-4733-9dc2-9876a90bbd82,0.006456,7
Ad Exchange,Desktop,190479_9001,0.0064399999999999995,19
Exchange Bidding,Desktop,192220_3002,0.006404999999999999,11
Ad Exchange,Smartphone,189309_1107,0.0063999999999999994,2
Ad Exchange,Desktop,189577_3028,0.006382,22
Ad Exchange,Desktop,191760_3194,0.0063479999999999995,5
Ad Exchange,Tablet,188709_1013,0.0063479999999999995,13
Exchange Bidding,Smartphone,192147_3088,0.006338,5
Exchange Bidding,Desktop,a98f085d-2c59-421e-8abe-091471e39615,0.006323,7
Exchange Bidding,Smartphone,191865_1006,0.006307999999999999,2
Exchange Bidding,Smartphone,191481_1074,0.006305,3
Ad Exchange,Tablet,190551_1032,0.0062959999999999995,1
Ad Exchange,Smartphone,4f43bf65-d243-4a06-abc1-4a41eae01352,0.006288,16
Ad Exchange,Smartphone,192121_2000,0.006245,13
Exchange Bidding,Smartphone,188732_1010,0.006156,6
Exchange Bidding,Tablet,190460_1018,0.0060409999999999995,7
Ad Exchange,Desktop,ca3bdfe1-a513-4f78-8735-15dd2e54146b,0.006038999999999999,4
Exchange Bidding,Desktop,faf5e2be-33e4-4a8c-8576-72630d8b101c,0.0060019999999999995,8
Exchange Bidding,Desktop,de49a66c-b407-4fb0-93e9-0d1d5155bd30,0.005977,12
Ad Exchange,Desktop,c4446832-e391-4bad-b546-acbe23e986d4,0.005931,23
Exchange Bidding,Desktop,192672_1003,0.005927,5
Exchange Bidding,Tablet,192728_1000,0.005876999999999999,3
Ad Exchange,Smartphone,188346_3014,0.005784,2
Exchange Bidding,Smartphone,190729_2001,0.005774,8
Ad Exchange,Desktop,191313_1000,0.005768,4
Ad Exchange,Smartphone,191704_1079,0.005736,2
Ad Exchange,Desktop,a1027287-e7b5-4512-b9c7-ee06b58fa0a7,0.005719999999999999,72
Exchange Bidding,Desktop,8012302b-f50d-41f8-8b71-d91d3ce29910,0.005718999999999999,5
Exchange Bidding,Tablet,191946_2000,0.005698999999999999,5
Exchange Bidding,Desktop,192141_3018,0.005626999999999999,28
Exchange Bidding,Tablet,192184_1001,0.005613999999999999,8
Exchange Bidding,Desktop,18855193-d313-4389-a9ba-6aed32f40388,0.005587,2
Ad Exchange,Tablet,71c4d5f2-1721-4291-809d-62ecab00dd3f,0.00557,11
Ad Exchange,Desktop,03cbced3-bbb9-4f72-83b5-a39b5fef513e,0.00552,5
Ad Exchange,Tablet,192250_1000,0.005516,5
Ad Exchange,Desktop,bf569dce-53c5-45d2-a595-ef332e547805,0.005492,4
Ad Exchange,Tablet,191870_1004,0.005464,7
Exchange Bidding,Tablet,78bd6548-378c-45d8-a1c6-a888566952da,0.005449,2
Exchange Bidding,Tablet,192129_1004,0.005417,6
Ad Exchange,Desktop,192261_3041,0.005392,20
Exchange Bidding,Desktop,191144_3000,0.005358,5
Exchange Bidding,Smartphone,190090_1065,0.005356,7
Ad Exchange,Tablet,185833_1007,0.005352,21
Ad Exchange,Smartphone,186226_1034,0.005323,2
Ad Exchange,Tablet,173808_1059,0.005304,6
Exchange Bidding,Smartphone,182731_1013,0.005294,11
Exchange Bidding,Smartphone,192076_1014,0.005282,3
Exchange Bidding,Smartphone,192382_2000,0.00528,9
Ad Exchange,Smartphone,192580_1008,0.005182,2
Ad Exchange,Smartphone,192140_1002,0.005163,3
Exchange Bidding,Smartphone,191912_1006,0.005141,4
Ad Exchange,Desktop,078b7ac6-c075-4eb2-9d33-218e5e5e66fe,0.005102,3
Exchange Bidding,Smartphone,190665_1053,0.005076,4
Exchange Bidding,Tablet,191721_2001,0.005068,12
Ad Exchange,Smartphone,191865_1006,0.0050349999999999995,4
Ad Exchange,Desktop,901cf53e-1f4a-4440-89b1-2080cadffb49,0.005024,7
